char_count,word_count,token_count
702,115,154
2265,355,467
1206,210,319
1151,192,258
1421,247,318
3047,505,615
309,53,66
16832,2870,4033
10019,1731,2140
33251,5401,6548
4647,816,1006
10166,1780,2303
6321,1037,1419
10975,1926,2288
12495,2181,2701
21584,3570,4380
16919,2900,3985
24124,4256,5258
7776,1397,1730
2458,451,550
3557,592,886
11564,2028,2435
6544,1093,1404
17815,3058,3747
3961,634,804
4061,660,783
6992,1273,1674
40369,6782,9431
21408,3654,4909
6122,1126,1312
5062,839,1096
5619,1001,1279
9501,1648,1985
1772,310,363
959,166,224
1919,320,405
47768,8287,10718
5342,883,1165
19731,3482,4343
3640,603,745
415,72,80
10547,1726,2195
24126,4221,5390
8960,1549,1830
2039,349,411
3488,612,776
3555,633,767
8253,1271,1952
15318,2632,3369
30248,5292,7253
3815,657,885
3821,667,805
13950,2416,2970
4284,760,880
792,149,174
4336,738,868
18453,3238,4220
3736,646,883
3937,641,739
10378,1790,2386
6938,1208,1739
17866,3089,3792
4979,903,1168
16524,2791,3418
7225,1212,1561
19757,3299,3983
4589,754,932
17736,3022,3890
3089,567,696
1491,260,343
17104,2911,3645
5887,994,1219
10358,1763,2191
2790,482,620
1433,245,293
3393,604,789
2277,393,524
6310,1139,1474
23793,4043,5092
10872,1838,2467
2754,457,621
4569,758,898
28373,4948,6209
10713,1913,2410
5701,993,1191
1044,174,219
1498,256,316
27219,4750,6112
9710,1609,2004
10848,1837,2258
6992,1165,1482
1820,293,403
12931,2232,2727
38719,6765,8526
71422,12068,14923
25198,4486,5830
11904,2040,2608
2102,371,424
10048,1817,2338
3628,626,808
1301,219,271
10512,1751,2413
2370,396,501
6520,1118,1348
15454,2797,3401
6659,1160,1433
9040,1518,1983
9944,1725,2264
6925,1195,1418
2560,463,563
6454,1138,1558
5406,894,1101
4022,680,874
4415,733,905
11948,1824,2483
18818,3394,4117
12097,1938,2374
5555,961,1157
4694,762,970
1176,204,245
21730,3861,4750
21332,3640,4522
39577,6768,8354
60238,10264,12949
719,134,148
2001,333,418
26292,4591,5728
793,138,168
8039,1283,1530
11493,2017,2559
1665,287,353
10261,1746,2283
3045,529,711
7476,1182,1624
4017,652,967
23346,3567,5461
14604,2553,3338
14622,2446,3198
35602,5740,7207
4467,710,843
5938,1000,1155
6465,1181,1575
5383,915,1090
10445,1799,2311
21495,3738,4688
20862,3607,4402
24754,4199,5183
7403,1229,1418
4903,826,987
4995,801,1012
7619,1306,1467
43464,7405,9422
8804,1549,1949
53603,9215,11066
3591,597,715
6368,1089,1414
7198,1105,1623
5439,910,1095
17904,3173,3961
6754,1154,1442
9284,1527,2235
5848,1002,1223
6210,1095,1433
14861,2634,3360
14801,2416,3082
7599,1271,1604
12241,2186,2666
35970,6314,7671
12710,2168,2776
10681,1783,2381
6095,1011,1443
20973,3511,4333
9887,1663,2137
11182,1878,2285
14242,2430,2887
7587,1305,1637
10886,1827,2534
15419,2472,3882
8585,1448,1789
10250,1774,2237
2439,398,499
17619,2894,3854
4840,797,976
4273,698,823
7871,1312,1662
2976,532,662
7665,1331,1573
10766,1875,2163
5095,880,1083
12530,2195,2731
11688,1962,2709
3158,538,637
9612,1545,2070
14271,2405,2991
7598,1284,1658
1267,198,308
27249,4531,5559
12874,2247,2652
11071,1905,2442
107690,18198,23519
8523,1527,2347
74515,11608,16788
24558,4192,5574
13456,2126,3309
15479,2484,3393
6943,1177,1478
6321,1135,1429
8421,1445,1975
5728,981,1158
4084,673,887
17361,2948,3767
23525,4120,5158
11948,2078,2858
4875,794,972
11444,1963,2454
11447,1957,2329
8452,1439,1727
3853,640,911
11531,2022,2573
16062,2577,3660
9438,1656,2110
33539,5281,7674
24003,4157,5296
23887,3675,5466
4939,879,1103
13598,2302,2766
20483,3254,4953
872,154,199
3287,562,781
3138,528,728
22597,3676,5230
43013,7160,9017
50644,7881,11389
8143,1278,1860
115472,19746,23848
11821,2048,2469
2995,524,653
3274,553,654
3071,523,663
4482,781,980
5379,916,1162
7879,1390,1730
5295,886,1188
21387,3790,4757
14164,2162,2947
24904,4218,5223
22375,3495,4860
25008,4239,5299
13570,2377,3024
2564,449,570
35514,5780,7718
2102,353,463
7815,1331,1692
13747,2241,2786
11588,2020,2402
4517,739,1053
14137,2386,2964
13749,2239,2763
1863,302,404
5546,929,1159
19633,3302,4043
6993,1187,1574
35320,6041,7337
9603,1709,2337
13303,2132,2971
9723,1647,2101
5817,1000,1242
3227,494,759
5311,926,1106
12909,2289,3106
12845,2133,3001
14035,2346,2929
15972,2609,3051
20698,2938,4764
6283,1070,1304
7737,1360,1714
10693,1856,2209
9762,1689,2173
947,165,213
3414,565,789
1688,265,400
30292,4575,6601
4055,682,858
14482,2520,3316
204,35,50
603,99,124
43932,7367,8927
26032,4493,5705
43120,7098,8814
7404,1186,1565
22173,3613,4631
13845,2345,2965
26900,4491,5383
53655,9074,11099
9137,1501,1823
10304,1779,2209
16350,2876,3780
46006,7737,10326
5000,829,1008
26123,4363,5569
18080,3086,3991
1676,278,340
20349,3418,4256
17017,2845,3743
20788,3471,4315
12524,2150,2726
8865,1516,1931
62320,10457,13550
2469,403,547
17587,2936,3904
33461,5823,6974
4339,736,951
4892,849,1029
24976,4103,5067
30019,5134,6358
124443,20867,27138
289990,48644,61823
32552,5628,7092
3126,503,609
7382,1243,1525
9062,1541,1988
40595,6865,8474
14029,2240,2934
17605,3066,3780
650,105,132
9076,1558,2023
90944,15150,18964
11839,2022,2679
15617,2605,3145
87855,15285,19626
14962,2591,3294
21544,3706,4501
24911,4378,5628
17872,2966,3653
15645,2696,3495
11967,1995,2443
5358,945,1171
1282,212,266
1107,181,221
18447,2959,3725
13213,2176,2622
17198,3006,3658
37171,6328,7659
31744,5376,6550
19127,3307,4071
50894,8357,10500
13158,2194,2638
7498,1253,1447
38355,6559,8020
26383,4404,5456
11236,1932,2393
16996,2926,3644
15375,2569,3347
10709,1835,2448
4723,786,1045
14268,2286,2912
15188,2530,3137
6351,1107,1472
1201,201,255
2566,440,595
11119,1913,2637
16049,2668,3358
16887,2830,3477
21657,3578,4422
9813,1688,2088
9405,1631,2161
26836,4583,5641
9442,1638,2131
36236,5917,7725
2691,447,659
39466,6644,8387
14052,2464,3034
18708,3140,3854
22898,4012,5004
5208,866,1141
5142,888,1015
25166,4316,5206
9354,1542,1879
1987,355,482
7018,1223,1521
32814,5625,7247
24524,4105,5329
12730,2208,2794
7277,1263,1553
10393,1827,2350
6229,1062,1321
25776,4417,5777
17801,3007,4005
51789,8798,11037
6810,1162,1653
13390,2140,2735
15402,2607,3327
26265,4432,5664
15267,2576,3520
6438,1107,1392
21070,3483,4235
16764,2885,3500
19562,3324,4510
33341,5621,7164
25358,4321,6111
21874,3540,4459
9147,1533,1867
4893,806,969
76690,12695,16111
6423,1062,1367
26012,4466,5538
13429,2351,3073
39803,6595,8583
3412,579,667
8000,1346,1706
3662,634,746
10568,1737,2302
1184,210,257
22574,3848,4939
11275,1939,2315
13982,2383,2873
30158,4937,6593
12760,2130,2776
5576,942,1079
10576,1838,2565
10288,1687,2223
8896,1507,1989
1503,226,331
4619,769,1009
13336,2295,2975
62326,10681,12357
10725,1897,2301
17851,3148,3620
9586,1684,2078
23142,4037,5065
19648,3329,4168
4839,823,1060
10993,1940,2275
3054,530,663
12312,2138,2810
4840,762,883
10508,1820,2217
13947,2379,2991
30798,5330,6964
6845,1167,1519
12216,2123,2677
16010,2645,3444
5592,942,1191
6487,1107,1333
491,83,124
23320,4070,5038
280,52,59
42949,7261,9475
23893,4089,4881
21749,3771,4527
16129,2612,3597
65533,11067,13741
37136,6047,7317
40985,7140,9029
11774,1990,2546
12803,2166,2758
4341,730,925
6408,1072,1427
12471,2166,2662
13456,2257,2666
12059,2134,2784
7367,1263,1580
23356,3993,5131
9336,1515,1810
25575,4599,5733
11934,1989,2446
22138,3681,5092
9486,1627,1947
3971,658,785
4327,763,1005
7891,1355,1664
20094,3418,4282
10729,1846,2324
28316,4862,5929
25600,4415,5515
17728,3225,4104
5231,888,1138
7382,1269,1591
9290,1543,1823
5349,899,1077
28045,4681,5874
36316,5755,6769
8075,1406,1845
17319,2814,3479
24286,3907,4900
13137,2227,2714
22741,3984,4821
16779,2998,4068
28577,4727,5837
28834,5037,6257
20166,3423,4333
12587,2063,2602
12230,2124,2628
747,130,164
9325,1538,2003
5544,960,1190
20094,3452,4341
9063,1588,1961
2005,352,424
30948,5309,6695
6359,1117,1509
30768,5305,6795
7803,1358,1738
68519,10873,14137
16905,2704,3494
25845,4314,5497
27469,4386,5679
922,160,187
12308,2081,2567
6577,1083,1361
4780,821,1178
9456,1604,1895
19287,3411,4047
7921,1347,1756
13697,2276,2803
17745,2883,3918
37874,6384,7899
35569,5926,7774
27895,4835,6180
18438,3201,4545
18762,3098,3765
79492,12952,16153
35291,5803,7235
15470,2587,3431
43145,7158,9413
13126,2286,2846
13460,2294,2909
10365,1797,2115
5706,1010,1351
19159,3104,3923
12556,2120,2791
30067,5230,6391
6364,1056,1417
11330,1922,2360
9486,1584,1984
17049,3008,3702
5837,914,1317
14845,2600,3341
3593,602,708
8945,1543,1893
21608,3809,4835
27921,4664,5490
14244,2495,3082
14388,2490,3242
2133,345,465
17208,3053,3931
1606,271,378
12799,2219,2841
8404,1407,1852
14614,2414,2965
9338,1576,2000
20857,3249,4531
2560,435,511
1468,253,356
8323,1412,1831
15680,2506,3139
29609,4894,6022
10580,1710,2245
9519,1588,1926
937,164,200
3657,631,798
4599,761,974
6934,1186,1516
13383,2217,2777
7766,1284,1598
38010,6674,7868
36354,6117,7503
82102,14354,18082
14176,2293,3009
2380,421,609
26223,4256,5506
17668,2963,3692
3445,596,756
2886,499,627
26304,4598,6312
10210,1735,2118
14896,2572,3082
4816,803,1023
387543,66233,88234
6201,1038,1323
3992,702,825
8401,1415,1714
11773,1957,2376
32047,5414,6726
9770,1590,2275
20222,3490,4185
9905,1703,2115
10660,1743,2088
575,102,129
4438,768,871
38964,6914,8595
14220,2290,2807
23120,3982,4771
24342,4211,5410
16288,2725,3359
6711,1056,1280
2239,366,453
14251,2409,2938
42677,7279,9151
1033,185,237
2490,408,506
29653,5026,6299
770,128,175
37510,6298,8206
17403,3061,3786
11010,1915,2367
5455,928,1211
42155,7110,8825
3649,581,742
33018,5347,6730
26773,4455,5857
60046,10158,12345
35685,5826,7002
89094,15043,19057
7433,1245,1596
16537,2740,3278
16606,2769,3346
5776,1011,1227
18100,3097,3749
12548,2210,2871
7254,1174,1549
764,130,178
3682,621,866
8931,1524,2016
7497,1272,1667
10214,1649,2031
10251,1720,2162
42654,7066,9066
54668,9050,11289
30482,5091,6297
20133,3462,4119
9595,1580,1926
15043,2421,3340
6869,1133,1566
34178,5654,7056
2113,343,466
1522,255,354
6618,1131,1391
20298,3553,4189
4674,802,984
14898,2556,3115
34161,5519,6741
20653,3462,4718
30285,5252,6541
1768,303,417
939,156,212
7790,1336,1731
8191,1295,1860
2803,477,575
34411,6021,7857
42649,7245,9342
25272,4032,5535
8114,1386,1871
562,91,105
20228,3409,4268
17338,2950,3878
4357,690,963
3011,521,660
12831,2156,2765
12045,2077,2563
9223,1517,1821
3730,640,847
14702,2408,3097
9762,1729,2087
42,7,14
67480,11225,14063
23936,4126,5351
17321,2975,3670
9957,1623,2147
26144,4280,5571
17995,3072,4160
1024,169,227
14276,2401,2922
26874,4645,6070
13161,2243,2730
3866,666,819
1349,238,279
1054,188,247
5287,895,1147
37542,6321,7699
4950,773,1078
13358,2274,2848
42606,7259,9140
10565,1753,2185
13953,2273,2934
7977,1418,1727
26867,4565,6104
8020,1403,1758
3622,583,718
28560,4867,6448
7673,1309,1738
29417,4996,6348
12174,2038,2734
5044,860,1144
5726,953,1194
6757,1168,1533
1751,304,391
720,116,189
13185,2174,2736
10048,1750,2158
10322,1825,2301
8159,1412,1885
18638,3214,3966
12236,2147,2830
10524,1847,2317
1661,275,376
1188,204,251
1079,189,238
50107,8279,10605
27734,4745,5801
5518,917,1038
7647,1269,1634
5330,890,1127
2514,433,693
1806,300,437
18385,3053,3743
721,123,165
28377,4832,6850
24182,4089,5438
4676,812,1041
18303,3165,4179
16528,2864,3511
1501,263,326
8583,1505,1779
8653,1525,1866
9068,1513,1935
270,47,63
15781,2831,3667
21499,3589,4446
9830,1676,2038
15692,2825,3651
43904,7493,9191
9748,1689,2048
196,38,46
828,145,174
42533,7222,8906
11826,1988,2385
12295,2066,2604
21205,3668,4684
13750,2244,2931
36154,6169,7421
17141,2920,3475
27788,4804,5899
24338,4111,5051
10597,1739,2035
40891,7073,8907
12915,2204,2781
22902,4041,5248
993,161,250
10852,1753,2268
15739,2617,3158
30145,5179,6520
13084,2254,2768
13950,2367,2825
94362,15996,19709
14289,2446,3102
210,37,42
14030,2304,2854
7835,1325,1639
30010,5057,6154
4622,768,993
20321,3367,4063
2796,485,617
22300,3826,4628
19407,3337,4211
10004,1770,2141
9305,1617,2067
3601,621,745
19089,3438,4123
8686,1540,1832
18372,3065,3795
15539,2643,3500
28358,4975,6090
376,59,83
994,180,218
11240,1997,2552
6430,1043,1252
3536,601,837
10345,1727,2100
7986,1354,1706
309,52,62
1775,290,375
51326,8886,10313
4880,805,1017
59371,9841,12422
9251,1559,1912
17281,2992,3719
14198,2497,3221
11250,1855,2271
42589,7080,8562
1876,318,413
9013,1604,1921
14837,2578,3170
12887,2168,2786
18020,3133,4003
21449,3629,4492
9034,1612,1990
15191,2516,3169
9466,1618,1999
813,140,164
9531,1653,2030
15161,2514,3147
5664,950,1252
1420,232,301
15921,2588,3341
26187,4425,5537
4231,682,953
14587,2461,3237
1232,206,322
69759,12138,15750
5879,994,1320
10780,1865,2283
24797,4096,5394
2615,441,587
1872,311,415
18492,3162,4014
5848,1004,1269
5779,1020,1257
60182,10060,12820
51701,8894,10281
5995,1044,1240
1487,257,342
1362,222,294
18807,3233,3941
1779,290,352
1245,207,273
55069,9372,11646
1082,193,221
25615,4537,5958
4312,722,890
6791,1137,1420
5078,844,1069
19254,3287,4042
35011,5863,7241
3118,486,649
24026,3907,4763
36082,5948,7348
16662,2894,3349
21891,3596,4248
15630,2730,3519
1139,193,292
43656,7712,9097
4277,740,1072
10455,1814,2445
16359,2790,3550
3768,592,865
7392,1226,1488
25186,4084,5566
39663,6730,8382
8677,1494,1715
29064,4819,5817
63096,10303,12848
11360,1967,2450
10777,1886,2379
11017,1856,2226
7034,1189,1504
4243,716,919
2264,388,475
277,46,67
41820,7077,8659
26465,4368,5348
47480,7807,9997
18499,3182,4366
12755,2015,2440
6154,1038,1459
5400,907,1248
29001,4903,5880
34227,5789,6990
21478,3686,4723
18384,3038,4114
59596,10071,12261
22623,3865,4883
18700,3143,3926
4825,812,1068
16132,2811,3661
899,153,180
22009,3749,4546
40861,6899,8754
81364,13516,16699
7870,1289,1663
8154,1373,1693
4026,674,847
11865,2034,2404
4421,742,935
8971,1527,1907
4777,813,1038
8078,1296,1597
12398,2084,2756
21845,3556,4908
6342,1083,1328
3540,616,775
6369,1088,1353
20274,3424,4195
5238,894,1113
24178,4041,5267
20609,3535,4319
21770,3557,4597
211,36,53
6680,1140,1516
13826,2306,3065
47329,7873,9661
14181,2361,3005
41955,7103,9012
4691,812,1040
9710,1651,2095
49505,8230,9779
6988,1121,1374
15361,2657,3214
28723,4818,5783
31458,5510,6835
19549,3334,4272
1801,285,360
6970,1222,1437
4477,750,898
21253,3472,4427
4159,687,925
1441,231,281
1459,239,318
13982,2379,3005
3152,546,709
11552,2017,2485
2601,429,508
13122,2240,2802
2619,437,522
49422,8335,10656
272,50,65
14173,2295,3016
10134,1761,2162
20248,3390,4357
20120,3402,4306
13339,2228,2768
2318,386,526
9878,1637,1998
61114,10233,12375
15019,2544,3181
11274,1795,2183
2162,349,445
5365,931,1217
6288,1048,1290
16143,2811,3470
14598,2411,3070
5005,865,1103
53480,8852,11141
9635,1607,2096
6466,1037,1250
12129,2093,2644
5942,989,1325
4366,725,866
7733,1313,1790
19454,3285,4150
21535,3640,4747
27806,4723,5812
8915,1557,2051
10727,1911,2823
14017,2489,3029
12743,2050,2462
23151,4157,5132
189,31,39
4921,854,1081
2593,438,561
19656,3310,4344
1703,301,381
26616,4527,5710
19025,3264,4114
55523,9279,11540
128096,21643,29237
22446,3698,4503
19590,3444,4226
1298,210,240
7182,1252,1608
2393,414,556
9030,1507,1816
19905,3319,4130
11588,1997,2605
4665,721,1029
4199,729,956
8941,1540,1925
1004,182,210
864,145,182
8911,1577,1950
5596,965,1225
24845,4048,4979
4647,771,1061
10499,1789,2063
6131,1038,1487
1468,228,338
43802,7294,8981
11353,1858,2472
1783,307,403
891,149,191
28379,4820,5949
17846,3071,3669
18484,3182,4012
22553,3819,4878
15906,2620,3778
21887,3816,4808
899,154,178
15934,2653,3154
18839,3288,4221
12601,2181,2696
15220,2626,3444
29371,5210,6534
10457,1912,2298
10583,1760,2215
19212,3149,4019
9402,1564,1915
22515,3820,4772
7248,1220,1726
18732,3154,4312
6649,1056,1508
11611,1993,2522
9743,1663,1978
26553,4633,5828
9318,1633,1996
15002,2565,3197
17675,3072,3879
10105,1658,2196
9359,1637,2128
6159,1075,1342
7033,1180,1660
11447,1927,2380
29903,5145,6187
15149,2626,3387
15418,2549,3225
1616,274,355
2099,357,451
17535,2846,3597
43516,6854,10126
11006,1908,2456
9431,1623,1993
34891,5797,7406
11752,1983,2493
10370,1833,2395
9600,1670,2139
16628,2766,3503
3110,515,660
48486,8602,11064
22340,3937,4953
27766,4647,6253
62171,10456,13098
6369,1108,1342
36500,5895,7216
42413,7121,8874
15014,2453,3054
14949,2462,3054
14422,2411,2956
8296,1419,1839
13789,2316,2867
38220,6395,8011
62183,10449,12724
3104,535,698
17532,3031,3669
19049,3169,3865
12573,2167,2662
15965,2759,3422
5924,1041,1305
6075,990,1364
18985,3238,4030
16304,2754,3601
17222,2947,3545
10895,1965,2428
1119,200,258
19661,3449,4285
16173,2767,3554
29434,4941,6421
24321,4220,5401
95932,16060,20206
2165,377,496
5678,908,1172
12980,2256,2746
16574,2957,4166
4966,847,1088
7733,1357,1700
8245,1426,1719
10080,1642,2095
7327,1196,1547
1093,184,263
7056,1130,1502
28627,4905,6080
9376,1589,1894
965,165,190
139255,22303,27320
8434,1406,1836
38512,6446,8425
23120,4016,5104
12062,2073,2611
7203,1203,1598
8003,1372,1740
25345,4450,5625
6101,996,1158
6413,1066,1434
6065,1037,1370
5977,997,1307
5224,908,1114
6048,1050,1318
15764,2658,3412
10176,1564,2062
3999,669,851
8502,1372,1748
2398,413,506
9156,1533,2008
1247,213,236
26297,4462,5504
1679,281,325
16619,2724,3397
25563,4324,5197
476,83,119
2385,381,502
325,55,80
1093,175,242
20218,3447,4315
10520,1805,2307
41040,6954,8981
16207,2807,3438
39055,6658,8315
2257,357,455
23224,4019,5026
14049,2397,2931
5720,975,1150
10421,1827,2253
34555,6129,7747
15913,2626,3095
20522,3480,4325
26930,4595,5789
10319,1769,2221
9451,1593,2059
1420,253,319
14573,2448,2982
36651,6155,7783
17590,2847,3646
44023,7448,9676
14442,2424,2949
3239,490,664
16468,2784,3477
4043,703,946
5498,919,1100
13813,2365,2780
8679,1524,1912
2473,413,517
27638,4864,6091
12717,2271,2920
16499,2745,3409
24717,4240,5230
10595,1720,2217
29844,4999,6036
13041,2233,2845
59291,10022,12611
11095,1868,2493
4345,738,985
9179,1526,1958
14099,2372,3120
23299,3821,4577
31663,5185,6238
16681,2816,3482
4422,776,941
14228,2448,2977
72309,12306,15127
14376,2446,2954
34118,5738,7037
18177,2945,3674
4141,676,807
19421,3371,4440
30376,5304,6907
5014,837,1013
4512,767,935
8626,1449,1855
6591,1092,1419
15115,2517,3066
21629,3861,4724
25862,4615,5638
23442,3867,4990
2450,401,448
6878,1189,1406
10414,1742,2258
1510,246,356
19056,3304,4315
20179,3473,4392
19067,3017,4194
6458,1122,1415
730,128,166
38834,6715,8287
2659,456,601
4023,708,861
9309,1617,2043
5085,829,1106
15960,2743,3420
22289,3771,4819
13337,2244,2986
21684,3717,4580
20185,3502,4689
20962,3728,4949
8492,1381,1718
21107,3520,4618
13149,2251,2835
12009,2036,2690
5578,937,1184
26711,4429,5447
18557,3039,3791
4904,862,1053
7322,1263,1639
17786,3090,3959
3677,643,761
6873,1183,1451
7017,1199,1568
17683,2972,3611
10127,1770,2113
5631,929,1180
9687,1633,2117
3195,550,669
3687,647,827
18758,3277,4032
6093,1044,1309
24080,4033,5040
4987,849,1112
25399,4176,6239
10328,1807,2128
3006,512,680
19514,3314,4087
6843,1193,1538
38793,6532,7992
9576,1674,2026
20017,3413,4491
62155,10559,13701
7131,1263,1596
62341,10398,12428
36109,5983,7229
11869,2026,2478
160,27,33
19464,3295,4088
22135,3748,4993
35887,5934,7674
19048,3256,4375
20794,3538,4656
144763,24249,29866
5919,976,1238
4841,805,974
39334,6643,8746
15662,2632,3185
12763,2179,2665
13178,2313,2832
6019,1048,1294
7102,1213,1499
35276,6121,7435
31189,5269,6410
33872,5879,7497
74588,13620,17772
16159,2634,3347
42080,7042,8748
25364,4344,5600
8237,1460,1812
21819,3748,4800
46541,7686,9452
28856,4735,5755
335,60,84
35227,6112,7434
2988,483,685
18825,3176,3935
24267,4198,5638
34770,5965,8007
18446,3219,4309
33091,5670,7244
17446,2982,3687
13985,2365,2946
31291,5377,6614
10242,1703,2211
4724,758,886
1083,179,208
1524,265,359
11484,1999,2360
14200,2397,2891
14499,2496,3179
3504,545,782
974,156,190
5525,952,1260
6150,1038,1260
15187,2510,3062
1744,293,361
11126,1845,2475
13559,2346,3012
3791,644,817
3513,584,742
27371,4707,6391
772,140,153
8978,1498,1980
51197,8864,11151
16731,2918,3688
21702,3667,4734
28501,5013,6228
13940,2350,3341
42851,7180,9087
38268,6386,8399
14170,2395,2946
7165,1176,1453
11776,1980,2578
38731,6473,7926
10448,1828,2249
4792,805,983
2101,372,530
35900,6211,7659
23096,3765,5040
2616,401,594
7573,1244,1639
7794,1305,1549
38240,6469,8325
56539,9441,11902
15081,2458,3189
5661,1002,1228
18645,3149,4121
19376,3400,4228
8533,1429,1704
19957,3322,4219
24430,4110,5026
1393,248,277
5119,858,1051
8416,1428,1754
57693,9649,12188
20247,3427,4165
1710,297,350
2070,353,424
8124,1340,1580
18483,3158,4140
10004,1692,2223
4946,819,1038
13390,2264,2906
17597,3006,3733
12382,2103,2659
32382,5508,6659
29937,5200,6810
8116,1331,1652
49655,8569,10799
9863,1701,2045
14554,2469,3121
23509,4090,5240
5353,925,1101
7211,1219,1449
32621,5843,7322
83502,13529,16902
8664,1505,1958
52420,9105,10961
17627,2883,3570
5403,918,1111
60252,10461,13495
13689,2321,2895
34555,5693,7118
11586,1995,2486
4523,777,1006
2653,444,565
6546,1058,1408
6109,1039,1305
12804,2150,2757
11382,1989,2394
21265,3564,4646
11040,1914,2411
8154,1354,1678
9824,1585,2013
3107,546,645
31846,5233,7104
12412,1972,2494
14777,2332,2775
6176,1043,1390
26093,4462,5510
2828,502,605
14656,2305,2724
15923,2713,3492
13043,2205,2662
15720,2580,3268
886,140,200
1445,247,327
4544,773,934
5322,927,1170
5863,991,1350
35418,5717,7386
43717,7005,9621
522,88,106
950,161,204
1119,186,291
5420,915,1164
2690,453,558
1822,290,402
2315,363,502
4762,809,1045
1871,323,401
15646,2696,3516
12615,2076,2535
27696,4712,5947
15905,2723,3375
12556,2151,2818
16416,2717,3505
11999,2043,2593
9038,1584,2037
36224,6124,7739
55324,8988,11162
21463,3721,4689
39635,6517,7925
40498,6716,8258
23722,3658,4795
32875,5524,7474
23274,3953,5021
21025,3759,5317
11472,1959,2469
6966,1186,1661
20984,3610,4372
8134,1381,1776
13081,2286,2868
16952,2925,3990
1717,311,401
22316,3815,4677
7464,1252,1494
4186,701,927
22677,3853,5304
20465,3467,4793
6901,1102,1430
6847,1149,1471
18322,3256,3829
34765,5798,7263
9150,1582,2117
4750,838,1098
4158,713,1007
15266,2518,3309
18245,3059,3941
20603,3365,4331
12015,2004,2545
26174,4291,5205
8461,1468,1796
11457,1984,2370
3890,690,859
22364,3912,4929
2832,499,613
15632,2707,3240
56279,9649,12414
12499,2066,2803
20544,3520,4304
1435,245,287
25738,4390,6016
25319,4272,5322
30418,5266,6322
59781,9528,11522
11324,2057,2497
64432,10868,13234
4594,801,954
7470,1277,1545
2436,416,485
5515,978,1244
15406,2589,3396
3461,624,861
25267,4160,5527
28755,4941,6168
19778,3291,3930
34818,5936,7251
9155,1450,1978
27636,4566,5764
22663,3882,5021
17106,2944,3804
10229,1781,2247
15370,2543,3268
21500,3552,4459
24344,4192,5872
21544,3669,4774
1719,288,338
1226,212,259
21939,3604,4629
5854,996,1281
17188,2906,3651
6690,1142,1479
6191,1101,1400
5171,938,1194
27212,4521,5949
5915,1005,1455
4710,836,1034
12097,2042,2596
4806,821,1031
8957,1487,1918
6927,1130,1612
11400,1860,2299
7849,1357,1592
9614,1654,2139
46004,7515,9269
16676,2728,3421
12095,2147,2710
23799,4125,5005
12548,2052,2871
18000,3118,3848
30609,5023,6202
9302,1522,2078
16340,2717,3303
1174,203,269
11821,2071,2538
6638,1126,1415
14798,2610,3214
1187,194,251
1341,225,268
66136,11287,14250
6725,1106,1471
8647,1439,1911
41055,6955,8762
30575,5384,6465
9481,1644,1910
38330,6203,7946
6615,1166,1479
6116,1062,1395
16400,2733,3310
7897,1287,1657
26328,4253,5384
25051,4337,5738
3531,579,753
4698,807,975
6765,1142,1416
6876,1140,1478
8965,1524,1928
12080,1989,2527
10405,1757,2215
43059,7407,8734
37579,6566,8118
3687,613,775
27945,4702,5733
31130,5264,6512
2251,371,475
9081,1516,1935
25083,4425,5659
7262,1292,1580
7197,1257,1509
8388,1435,1861
3223,528,639
21210,3656,4426
293,54,86
3900,619,813
69972,11673,14244
20758,3531,4508
15434,2615,3206
11815,1971,2471
3353,566,696
18160,3024,3953
21549,3788,4570
9280,1604,1972
15424,2593,3186
1074,179,224
22551,3705,4754
2325,395,480
18871,3265,4164
6074,1056,1245
5971,1012,1203
6105,1039,1300
20943,3484,4431
18828,3181,3990
15408,2737,3339
8557,1449,2120
18295,2996,3725
568,101,119
15271,2492,3044
1640,285,354
7355,1266,1645
16198,2820,3724
2435,412,549
10408,1786,2190
11238,1902,2293
12614,2113,2578
26919,4602,5746
42568,6931,8635
1965,339,408
8557,1433,1849
10838,1819,2449
1105,187,256
7618,1307,1624
2158,359,456
2104,344,445
1339,225,305
10814,1815,2211
3714,636,796
38382,6575,7851
24553,4111,4934
12798,2180,2692
26320,4513,5894
12616,2178,2713
8535,1399,1756
20473,3450,4166
5389,892,1147
8918,1515,1935
13221,2228,3049
4202,721,947
31253,5324,6668
13915,2364,3172
10651,1787,2145
10483,1830,2390
14031,2393,3042
15967,2712,3588
29469,5000,6155
9538,1610,2076
4330,729,1090
20542,3436,4651
575,101,115
12606,2092,2576
69398,11843,15131
18107,3047,3894
10658,1796,2367
20272,3527,4331
12029,2054,2694
16769,2746,3343
18200,3008,3787
15107,2492,3150
11605,1978,2586
20788,3594,4407
15082,2660,3193
16758,2859,3687
9093,1626,2122
5590,910,1160
9238,1556,1856
9366,1609,2025
12744,2091,2524
14814,2542,3112
94546,16306,20145
8723,1443,1704
10993,1901,2315
14250,2392,3163
2499,430,526
9581,1721,2065
21013,3598,4468
29285,4953,6299
30988,5373,6486
7943,1309,1674
14453,2462,3065
21975,3648,4747
12826,2188,2692
22154,3851,4677
9691,1672,2089
59169,10225,12453
23113,3848,4591
4817,830,1057
5442,930,1214
10515,1792,2345
51021,8866,11257
5045,890,1056
59375,9515,11925
7279,1254,1489
10106,1703,2156
6811,1141,1496
11358,1922,2428
9228,1550,1957
8402,1428,1736
11403,1929,2468
9214,1541,1895
14385,2458,3079
